               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  69,             0.02236,              0.0179,                   0,             0.99912,                   1,               0.995,             0.71985,            0.019758,            0.010012,                   0,            0.011471,            0.011471,            0.011471
                  70,            0.021126,            0.016896,                   0,             0.99918,                   1,               0.995,             0.82037,             0.01773,            0.011123,                   0,            0.011463,            0.011463,            0.011463
                  71,            0.020771,            0.015846,                   0,             0.99918,                   1,               0.995,             0.75575,            0.018118,           0.0098009,                   0,            0.011455,            0.011455,            0.011455
                  72,            0.019319,            0.017393,                   0,              0.9991,                   1,               0.995,             0.80088,            0.019453,           0.0093543,                   0,            0.011447,            0.011447,            0.011447
                  73,            0.019381,            0.016954,                   0,             0.99934,                   1,               0.995,             0.66102,            0.021374,           0.0090163,                   0,            0.011439,            0.011439,            0.011439
                  74,            0.021955,            0.017522,                   0,                   1,             0.99977,               0.995,             0.82325,             0.01558,           0.0096665,                   0,            0.011432,            0.011432,            0.011432
                  75,            0.021509,            0.016818,                   0,             0.99918,                   1,               0.995,             0.77456,            0.017083,           0.0091191,                   0,            0.011424,            0.011424,            0.011424
                  76,             0.02146,            0.016982,                   0,             0.99915,                   1,               0.995,             0.90167,            0.011775,           0.0086072,                   0,            0.011416,            0.011416,            0.011416
                  77,            0.020895,            0.016685,                   0,             0.99918,                   1,               0.995,             0.64115,             0.02168,           0.0090558,                   0,            0.011408,            0.011408,            0.011408
                  78,             0.02032,            0.016533,                   0,             0.99914,                   1,               0.995,             0.79241,            0.015815,           0.0076447,                   0,              0.0114,              0.0114,              0.0114
                  79,            0.019812,            0.016213,                   0,             0.99921,                   1,               0.995,              0.7755,            0.016536,           0.0078661,                   0,            0.011392,            0.011392,            0.011392
                  80,            0.019221,            0.017044,                   0,             0.99911,                   1,               0.995,              0.8337,            0.011064,           0.0090045,                   0,            0.011384,            0.011384,            0.011384
                  81,            0.019042,            0.017856,                   0,              0.9991,                   1,               0.995,             0.86677,            0.015319,           0.0077791,                   0,            0.011376,            0.011376,            0.011376
                  82,            0.020654,            0.015717,                   0,             0.99946,                   1,               0.995,             0.79525,            0.012817,           0.0077198,                   0,            0.011368,            0.011368,            0.011368
                  83,            0.019491,            0.015878,                   0,             0.99926,                   1,               0.995,             0.84728,            0.011697,           0.0081427,                   0,             0.01136,             0.01136,             0.01136
                  84,            0.018213,            0.017787,                   0,             0.99924,                   1,               0.995,             0.86025,            0.012468,           0.0083147,                   0,            0.011352,            0.011352,            0.011352
                  85,            0.019448,            0.016667,                   0,             0.99909,                   1,               0.995,              0.8432,            0.012074,           0.0093108,                   0,            0.011344,            0.011344,            0.011344
                  86,            0.018617,            0.016277,                   0,             0.99916,                   1,               0.995,             0.82254,            0.014964,           0.0091981,                   0,            0.011336,            0.011336,            0.011336
                  87,             0.01806,            0.016311,                   0,             0.99889,                   1,               0.995,             0.82773,            0.012611,            0.007702,                   0,            0.011329,            0.011329,            0.011329
                  88,            0.020053,             0.01637,                   0,              0.9992,                   1,               0.995,             0.87401,            0.011855,           0.0086032,                   0,            0.011321,            0.011321,            0.011321
                  89,            0.020387,            0.016917,                   0,             0.99919,                   1,               0.995,             0.89355,            0.013286,            0.007704,                   0,            0.011313,            0.011313,            0.011313
                  90,            0.019802,            0.016323,                   0,             0.99927,                   1,               0.995,             0.90823,           0.0095346,           0.0075775,                   0,            0.011305,            0.011305,            0.011305
                  91,             0.01899,            0.015252,                   0,             0.99872,                   1,               0.995,             0.78889,            0.016576,           0.0085538,                   0,            0.011297,            0.011297,            0.011297
                  92,            0.020982,            0.015824,                   0,             0.99898,                   1,               0.995,             0.84024,             0.01064,           0.0088246,                   0,            0.011289,            0.011289,            0.011289
                  93,            0.018881,            0.015652,                   0,              0.9992,                   1,               0.995,             0.88414,            0.014319,           0.0072672,                   0,            0.011281,            0.011281,            0.011281
                  94,            0.019878,             0.01564,                   0,             0.99917,                   1,               0.995,              0.8681,            0.012924,           0.0076556,                   0,            0.011273,            0.011273,            0.011273
                  95,            0.019255,            0.015625,                   0,             0.99921,                   1,               0.995,             0.89544,            0.008959,           0.0090064,                   0,            0.011265,            0.011265,            0.011265
                  96,            0.017302,            0.016114,                   0,             0.99924,                   1,               0.995,             0.82852,            0.014722,           0.0072415,                   0,            0.011257,            0.011257,            0.011257
                  97,            0.019366,            0.015996,                   0,             0.99917,                   1,               0.995,             0.86825,            0.011943,           0.0087317,                   0,            0.011249,            0.011249,            0.011249
                  98,            0.018191,            0.016528,                   0,              0.9994,                   1,               0.995,             0.86473,            0.010931,           0.0082001,                   0,            0.011241,            0.011241,            0.011241
                  99,            0.018748,            0.015187,                   0,             0.99927,                   1,               0.995,             0.82373,            0.012823,           0.0079649,                   0,            0.011233,            0.011233,            0.011233
                 100,            0.018986,            0.014901,                   0,             0.99929,                   1,               0.995,             0.87091,             0.01358,           0.0074648,                   0,            0.011226,            0.011226,            0.011226
